id,lat,lon,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
9a49f38f-165b-3361-a571-d9b75b989fef,   1.055990, -59.616940,2024-02-23 17:11:00,NPP-375,CAROEBE,RORAIMA,Brasil,1400233,14,33,17,0.0,0.83,Amazônia,16.9
759a0cb8-929b-38e7-850e-856325844ec3,   1.052450, -59.616420,2024-02-23 17:11:00,NPP-375,CAROEBE,RORAIMA,Brasil,1400233,14,33,17,0.0,0.82,Amazônia,16.9
c69219e9-3800-3acc-af40-1191e826cbd8,   1.051850, -59.620360,2024-02-23 17:11:00,NPP-375,CAROEBE,RORAIMA,Brasil,1400233,14,33,17,0.0,0.82,Amazônia,16.5
ef692f0d-b19e-3ca9-9845-8c4bee000cfa,   1.046220, -59.399730,2024-02-23 17:11:00,NPP-375,CAROEBE,RORAIMA,Brasil,1400233,14,33,17,0.0,0.79,Amazônia,6.8
41afaeee-6c3d-378e-b227-9ba806886813,   1.000880, -59.481020,2024-02-23 17:11:00,NPP-375,CAROEBE,RORAIMA,Brasil,1400233,14,33,17,0.0,0.75,Amazônia,5.9
53df18d6-10bd-38ec-a06c-0ec1d4778e6f,   1.069020, -60.739810,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,17,0.0,1.0,Amazônia,9.8
7f3a5e7f-ba3c-3113-b185-2cfc829defc5,   1.888350, -60.041720,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,0.84,Amazônia,7.3
30c6095f-0f5b-3b92-8246-22337df6bed9,   1.799060, -60.335210,2024-02-23 17:11:00,NPP-375,CANTÁ,RORAIMA,Brasil,1400175,14,33,9,0.0,0.96,Amazônia,9.1
98d2a82a-5c64-3e9b-baaf-9c9c1fd8a90c,   1.747440, -60.354180,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,0.97,Amazônia,19.6
84df252d-0b6b-3e3f-ac44-e610aabc081d,   1.681850, -60.296960,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,0.97,Amazônia,9.5
68f67a4d-91e9-3ab1-b130-dd87de75e8c0,   1.562290, -60.348250,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,1.0,Amazônia,8.6
5ca72480-0a8f-368a-8a8d-9d10ba5a55a0,   1.554990, -60.347160,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,1.0,Amazônia,17.1
568bda2f-9d29-31bc-8fc4-acb56074e5b4,   1.550690, -60.350810,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,1.0,Amazônia,36.3
7285896b-6fb9-34be-8b76-1127944bab6b,   1.540640, -60.268380,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,1.0,Amazônia,5.3
f695efe5-eb68-371c-87dd-81780c7612ba,   1.539380, -60.276750,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,1.0,Amazônia,8.3
75f4c888-083d-300d-b49a-8e8ee91ac8ba,   1.537020, -60.267810,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,1.0,Amazônia,5.3
957eda90-bc85-39d1-951f-744469d4acfe,   1.536380, -60.272000,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,1.0,Amazônia,8.3
fcc2d2df-9c5d-32b0-9118-8443a9353190,   1.535740, -60.276200,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,1.0,Amazônia,8.3
e9bd09d6-78f5-3bd3-bf22-31b37eb467b4,   1.525100, -60.321840,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,0.99,Amazônia,6.7
0b87b930-d55e-3d66-beed-4287ba197dcf,   1.511840, -60.311020,2024-02-23 17:11:00,NPP-375,CARACARAÍ,RORAIMA,Brasil,1400209,14,33,9,0.0,0.99,Amazônia,10.5
c1c231af-e069-33eb-946d-e6b4111750ef,   1.024410, -59.799370,2024-02-23 17:11:00,NPP-375,SÃO JOÃO DA BALIZA,RORAIMA,Brasil,1400506,14,33,17,0.0,0.78,Amazônia,6.6
46f34439-9596-3497-a8a7-b4413e6f1a53,   1.020850, -59.798810,2024-02-23 17:11:00,NPP-375,SÃO JOÃO DA BALIZA,RORAIMA,Brasil,1400506,14,33,17,0.0,0.78,Amazônia,24.2
fa67e81b-6bef-3aa0-8da1-40993c4c3b1e,    .910320, -60.298530,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,12,0.0,0.85,Amazônia,82.7
c711fc7b-c930-301c-9dd0-e141f620bc09,    .567490, -59.675180,2024-02-23 17:11:00,NPP-375,CAROEBE,RORAIMA,Brasil,1400233,14,33,11,0.0,0.5,Amazônia,5.9
28f8eee5-9a81-3618-bcfe-3f73cea2b287,    .728780, -60.566610,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,9,0.0,0.74,Amazônia,12.0
35abd5bf-02ab-3350-bfa1-a7fabae2e2ae,    .657660, -60.533330,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,9,0.0,0.77,Amazônia,4.8
12cf3b5b-67bc-3a98-a518-5a6afdef0a44,    .654630, -60.528380,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.68,Amazônia,7.8
38537fe1-d426-3743-9bba-e2a9ee9c1992,    .653590, -60.524890,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.67,Amazônia,7.8
2c297f7e-2b2a-3060-94ba-4ef996e1720d,    .652930, -60.529290,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.68,Amazônia,7.8
91b7bcc0-d9e5-357e-bd64-87895f275e21,    .650900, -60.527810,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.67,Amazônia,7.8
b47573a3-9459-3c6c-b311-58146f08ab8c,    .647890, -60.537520,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.74,Amazônia,46.5
c7dc9bd0-f8ea-3529-ba8f-77e1825b0f8e,    .646500, -60.531640,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.68,Amazônia,17.1
50c27744-3066-3531-8df6-1ba2b796e8e3,    .645810, -60.536030,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.69,Amazônia,17.1
ab47940c-282a-3d7e-a063-5d8d8dee4c3e,    .203940, -60.645990,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,48.6
44fa7170-f0eb-3486-84c5-39fa8ce0f67b,    .200160, -60.645440,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,48.6
c9d9400a-af29-3eac-b5c6-dce8b281e8de,    .196210, -60.647870,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,4.4
f32b2895-a318-3c28-9b9b-5109e69c67c1,    .192550, -60.593500,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.55,Amazônia,15.3
